Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	H_1975_1 Spectral Count	H_1975_2 Spectral Count	H_1975_3 Spectral Count	NCI_3784Mel_1 Spectral Count	NCI_3784Mel_2 Spectral Count	NCI_3784Mel_3 Spectral Count	NCI_3784Mel_4 Spectral Count	NCI_3784Mel_5 Spectral Count	NCI_3795Mel_1 Spectral Count	NCI_3795Mel_2 Spectral Count	NCI_3795Mel_3 Spectral Count	NCI_3795Mel_4 Spectral Count	NCI_3795Mel_5 Spectral Count	NCI_RA007_1 Spectral Count	NCI_RA007_2 Spectral Count	NCI_RA007_3 Spectral Count	NCI_RA007_4 Spectral Count	NCI_RA007_5 Spectral Count	PC9_epitope_1 Spectral Count	PC9_epitope_2 Spectral Count	PC9_epitope_4 Spectral Count	PC9_epitope_5 Spectral Count	H_1975_1 Unique Spectral Count	H_1975_2 Unique Spectral Count	H_1975_3 Unique Spectral Count	NCI_3784Mel_1 Unique Spectral Count	NCI_3784Mel_2 Unique Spectral Count	NCI_3784Mel_3 Unique Spectral Count	NCI_3784Mel_4 Unique Spectral Count	NCI_3784Mel_5 Unique Spectral Count	NCI_3795Mel_1 Unique Spectral Count	NCI_3795Mel_2 Unique Spectral Count	NCI_3795Mel_3 Unique Spectral Count	NCI_3795Mel_4 Unique Spectral Count	NCI_3795Mel_5 Unique Spectral Count	NCI_RA007_1 Unique Spectral Count	NCI_RA007_2 Unique Spectral Count	NCI_RA007_3 Unique Spectral Count	NCI_RA007_4 Unique Spectral Count	NCI_RA007_5 Unique Spectral Count	PC9_epitope_1 Unique Spectral Count	PC9_epitope_2 Unique Spectral Count	PC9_epitope_4 Unique Spectral Count	PC9_epitope_5 Unique Spectral Count	H_1975_1 Total Spectral Count	H_1975_2 Total Spectral Count	H_1975_3 Total Spectral Count	NCI_3784Mel_1 Total Spectral Count	NCI_3784Mel_2 Total Spectral Count	NCI_3784Mel_3 Total Spectral Count	NCI_3784Mel_4 Total Spectral Count	NCI_3784Mel_5 Total Spectral Count	NCI_3795Mel_1 Total Spectral Count	NCI_3795Mel_2 Total Spectral Count	NCI_3795Mel_3 Total Spectral Count	NCI_3795Mel_4 Total Spectral Count	NCI_3795Mel_5 Total Spectral Count	NCI_RA007_1 Total Spectral Count	NCI_RA007_2 Total Spectral Count	NCI_RA007_3 Total Spectral Count	NCI_RA007_4 Total Spectral Count	NCI_RA007_5 Total Spectral Count	PC9_epitope_1 Total Spectral Count	PC9_epitope_2 Total Spectral Count	PC9_epitope_4 Total Spectral Count	PC9_epitope_5 Total Spectral Count	H_1975_1 Intensity	H_1975_2 Intensity	H_1975_3 Intensity	NCI_3784Mel_1 Intensity	NCI_3784Mel_2 Intensity	NCI_3784Mel_3 Intensity	NCI_3784Mel_4 Intensity	NCI_3784Mel_5 Intensity	NCI_3795Mel_1 Intensity	NCI_3795Mel_2 Intensity	NCI_3795Mel_3 Intensity	NCI_3795Mel_4 Intensity	NCI_3795Mel_5 Intensity	NCI_RA007_1 Intensity	NCI_RA007_2 Intensity	NCI_RA007_3 Intensity	NCI_RA007_4 Intensity	NCI_RA007_5 Intensity	PC9_epitope_1 Intensity	PC9_epitope_2 Intensity	PC9_epitope_4 Intensity	PC9_epitope_5 Intensity	H_1975_1 MaxLFQ Intensity	H_1975_2 MaxLFQ Intensity	H_1975_3 MaxLFQ Intensity	NCI_3784Mel_1 MaxLFQ Intensity	NCI_3784Mel_2 MaxLFQ Intensity	NCI_3784Mel_3 MaxLFQ Intensity	NCI_3784Mel_4 MaxLFQ Intensity	NCI_3784Mel_5 MaxLFQ Intensity	NCI_3795Mel_1 MaxLFQ Intensity	NCI_3795Mel_2 MaxLFQ Intensity	NCI_3795Mel_3 MaxLFQ Intensity	NCI_3795Mel_4 MaxLFQ Intensity	NCI_3795Mel_5 MaxLFQ Intensity	NCI_RA007_1 MaxLFQ Intensity	NCI_RA007_2 MaxLFQ Intensity	NCI_RA007_3 MaxLFQ Intensity	NCI_RA007_4 MaxLFQ Intensity	NCI_RA007_5 MaxLFQ Intensity	PC9_epitope_1 MaxLFQ Intensity	PC9_epitope_2 MaxLFQ Intensity	PC9_epitope_4 MaxLFQ Intensity	PC9_epitope_5 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q5VV67|PPRC1_HUMAN	Q5VV67	PPRC1_HUMAN	PPRC1	1664	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peroxisome proliferator-activated receptor gamma coactivator-related protein 1	1.0	0.9935	2	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1565827E7	2209816.8	1526731.8	3902076.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VW36|FOCAD_HUMAN	Q5VW36	FOCAD_HUMAN	FOCAD	1801	Homo sapiens OX=9606	1:Experimental evidence at protein level	Focadhesin	1.0	0.9989	2	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6686505.0	6894152.0	4812115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4075582.8	4263067.0	3053856.0	
sp|Q5VW38|GP107_HUMAN	Q5VW38	GP107_HUMAN	GPR107	600	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein GPR107	0.9921	0.999	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	695440.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VWJ9|SNX30_HUMAN	Q5VWJ9	SNX30_HUMAN	SNX30	437	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sorting nexin-30	1.0	0.9981	2	5	5	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0.0	3050061.8	1211517.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4677225.5	0.0	0.0	3757718.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VWN6|TASO2_HUMAN	Q5VWN6	TASO2_HUMAN	TASOR2	2430	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein TASOR 2	1.0	0.999	3	4	4	4	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950989.25	1.4088573E7	0.0	0.0	0.0	0.0	0.0	1108627.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VWQ0|RSBN1_HUMAN	Q5VWQ0	RSBN1_HUMAN	RSBN1	802	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysine-specific demethylase 9	1.0	0.999	3	6	6	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0.0	455183.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3448332.8	2401945.2	2213107.2	3491888.8	0.0	0.0	1686839.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VWZ2|LYPL1_HUMAN	Q5VWZ2	LYPL1_HUMAN	LYPLAL1	237	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysophospholipase-like protein 1	1.0	0.999	2	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4806741.0	2513036.5	1.7081344E7	5440517.5	4685672.5	5929191.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VY09|IER5_HUMAN	Q5VY09	IER5_HUMAN	IER5	327	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immediate early response gene 5 protein	1.0	0.9979	3	12	12	12	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	1.4939076E7	1.6149832E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7423573.0	8996118.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VYK3|ECM29_HUMAN	Q5VYK3	ECM29_HUMAN	ECPAS	1845	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome adapter and scaffold protein ECM29	1.0	0.999	2	22	22	22	0	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0.0	4467816.0	1.0717213E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9377548.0	1.1976474E7	4452368.0	4376129.5	0.0	4030998.0	9529503.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VYY1|ANR22_HUMAN	Q5VYY1	ANR22_HUMAN	ANKRD22	191	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Ankyrin repeat domain-containing protein 22	0.9998	0.9945	1	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3333606.2	1656915.8	0.0	2531699.2	1256779.2	3324787.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VZ89|DEN4C_HUMAN	Q5VZ89	DEN4C_HUMAN	DENND4C	1909	Homo sapiens OX=9606	1:Experimental evidence at protein level	DENN domain-containing protein 4C	1.0	0.9987	2	14	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8197054E7	2.0789686E7	1.1706152E7	1.2561273E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7710518E7	1.0427145E7	0.0	
sp|Q5VZL5|ZMYM4_HUMAN	Q5VZL5	ZMYM4_HUMAN	ZMYM4	1548	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger MYM-type protein 4	1.0	0.9987	2	3	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	1263504.1	516004.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1413832.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VZM2|RRAGB_HUMAN	Q5VZM2	RRAGB_HUMAN	RRAGB	374	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related GTP-binding protein B	1.0	0.999	3	8	0	8	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0.0	0.0	0.0	0.0	714879.0	0.0	2729647.0	688542.0	0.0	0.0	0.0	0.0	3946978.5	0.0	0.0	3321788.0	2114001.8	1474345.2	0.0	0.0	0.0	1424330.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q7L523|RRAGA_HUMAN
sp|Q5W0V3|F16B1_HUMAN	Q5W0V3	F16B1_HUMAN	FAM160B1	765	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM160B1	0.9487	0.993	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1318533.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5XG87|PAPD7_HUMAN	Q5XG87	PAPD7_HUMAN	TENT4A	772	Homo sapiens OX=9606	1:Experimental evidence at protein level	Terminal nucleotidyltransferase 4A	1.0	0.9956	2	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8308752E7	1.7947258E7	8384584.0	1.5881082E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9630796E7	0.0	0.0	1.180301E7	
sp|Q5XPI4|RN123_HUMAN	Q5XPI4	RN123_HUMAN	RNF123	1314	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RNF123	1.0	0.9979	2	4	4	4	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	926075.1	528916.56	0.0	0.0	0.0	0.0	2.1627448E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5XUX1|FBXW9_HUMAN	Q5XUX1	FBXW9_HUMAN	FBXW9	458	Homo sapiens OX=9606	1:Experimental evidence at protein level	F-box/WD repeat-containing protein 9	0.9994	0.9987	2	6	6	6	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443456.44	2631587.8	1.2514966E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5ZPR3|CD276_HUMAN	Q5ZPR3	CD276_HUMAN	CD276	534	Homo sapiens OX=9606	1:Experimental evidence at protein level	CD276 antigen	0.9167	0.9882	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2170585.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q63HN8|RN213_HUMAN	Q63HN8	RN213_HUMAN	RNF213	5207	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RNF213	1.0	0.999	11	28	28	28	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	3	1	3	6	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	3	1	3	6	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	3	1	3	6	4586385.5	1.3283388E7	1.2687854E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7501648E7	1.4103274E7	2797029.5	7.591696E7	1.2717719E7	1.4956191E7	3.2455072E7	0.0	8398994.0	8381807.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.085387E7	8297160.0	0.0	3.2885366E7	0.0	1.1387022E7	1.5975134E7	
sp|Q63HR2|TNS2_HUMAN	Q63HR2	TNS2_HUMAN	TNS2	1409	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tensin-2	1.0	0.9983	2	11	11	11	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	3	2	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9074162.0	2483601.0	1616477.0	2.1133724E7	2.124401E7	1.418498E7	2521491.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q63ZY3|KANK2_HUMAN	Q63ZY3	KANK2_HUMAN	KANK2	851	Homo sapiens OX=9606	1:Experimental evidence at protein level	KN motif and ankyrin repeat domain-containing protein 2	1.0	0.9985	4	22	22	22	3	3	3	0	0	0	0	0	1	0	1	0	3	1	0	1	1	1	1	1	1	1	3	3	3	0	0	0	0	0	1	0	1	0	3	1	0	1	1	1	1	1	1	1	3	3	3	0	0	0	0	0	1	0	1	0	3	1	0	1	1	1	1	1	1	1	4043979.2	1.0696989E7	1.1861672E7	0.0	0.0	0.0	0.0	0.0	1.1589767E7	0.0	2169383.0	0.0	1.95996624E8	863013.9	0.0	1.3426454E7	6624724.0	3391075.2	4998645.0	2926269.0	1131518.8	3224816.2	3857805.5	1.7827588E7	7953866.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.410506E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q66K74|MAP1S_HUMAN	Q66K74	MAP1S_HUMAN	MAP1S	1059	Homo sapiens OX=9606	1:Experimental evidence at protein level	Microtubule-associated protein 1S	0.9993	0.9875	1	5	5	5	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0336116E7	6157327.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q66K89|E4F1_HUMAN	Q66K89	E4F1_HUMAN	E4F1	784	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription factor E4F1	0.9996	0.9979	1	3	3	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q66PJ3|AR6P4_HUMAN	Q66PJ3	AR6P4_HUMAN	ARL6IP4	421	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP-ribosylation factor-like protein 6-interacting protein 4	0.9924	0.999	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	945723.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q68BL8|OLM2B_HUMAN	Q68BL8	OLM2B_HUMAN	OLFML2B	750	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Olfactomedin-like protein 2B	1.0	0.9968	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5016394E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q68CP9|ARID2_HUMAN	Q68CP9	ARID2_HUMAN	ARID2	1835	Homo sapiens OX=9606	1:Experimental evidence at protein level	AT-rich interactive domain-containing protein 2	1.0	0.9989	3	8	8	8	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	2	0.0	0.0	1974233.5	0.0	0.0	0.0	0.0	0.0	751505.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2912336.0	2262746.5	1200723.2	4283493.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q68CR1|SE1L3_HUMAN	Q68CR1	SE1L3_HUMAN	SEL1L3	1132	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein sel-1 homolog 3	1.0	0.9986	3	9	9	9	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	2	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8310108.5	0.0	2025923.5	0.0	4.8847472E7	0.0	0.0	0.0	0.0	0.0	4488160.0	0.0	0.0	3480643.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
